sentence_id	sentence	sentence_domain	source
a475ec152fe673b1326fec7679f7ebb42ba360437388ce6729b8b725e3d2f64a	כאשר רק ניסו לפגוע קצת בפטורים למיניהם		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181887.doc
a4883f10253ec77c45d962ecc046ce67e145949c392e21f1d606222b58a1a710	מתן וילנאי, יצחק וקנין, אחמד טיבי		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129219.doc
a48e4132914535b9071f0b818de4eae20d8b69ab9d12d9f7a9898ec3bff0fe8c	וגם כאן קם חיוב פלילי בגין כך		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129148.doc
a4921a493ad99a93176f5edbbb995bf2abae6356eb9aec840a7a6d9881a93952	חקיקה כזאת היא צעד נוסף בכיוון הלא-רצוי		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129420.doc
a4930e7abdb2dc78590507424a8bc1e782b45e3ea016374392792449efa0c527	לחקיקה הזאת לא גרם הציבור הדתי		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129322.doc
a49d021e544cb3441560005582cbf5a67c881d4c83cb67328e6acac5a5905c31	"""כי נשיא סוריה בשאר אסד הודיע לשליח האו""ם למזרח התיכון"""		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129039.doc
a4a03874a34f8fb7267c92c00dc07a512c959e7c043658379270179c455d3c46	ואני מוכן להיכנס לדיון לגבי מה ראוי ומה לא ראוי להיכנס למסגרת החקיקה		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129148.doc
a4abe0d589318096e03c63172202dc61456cab62a3799842896e7ae8d3ddf491	זה כתוב גם במכתב ששלחתי לאדוני		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_185367.doc
a4bded572182103e4a708b0e967d7c6707cfffab1176854735e32bdb5769ac7a	והיא בכלל לא חלק מהדיון הציבורי		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129660.doc
a4ca44d033b5b2acd9a4aee0f809759860cd61837078066c9635c9267a47df50	הרווחה והבריאות בעקבות דיון מהיר בנושא: ניצול בני-נוער המועסקים בזמן חופשת בתי-הספר		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129197.doc
a4d6bd03e21e200c5250092f9d19b290b9e80252e0e1f66253e6dc1b3b806da2	ואנחנו ישבנו מולם שותקים ומאזינים לצרתם		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129660.doc
a4d906eff4f423d548a24f4d9e51508eb6fed3bebb07af053be15ad3837bd027	היא כמובן בעיקר העדר הכנסה פנויה ברמה נאותה		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129192.doc
a4da6ca7e7376e04d751b81b09663a69dd45eecad12b935a183c40decdb603ae	אלא במקרה אלימות: בני-זוג והורה וילד		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129197.doc
a4db723ee6f5e1161f07582bf533396b81b54ea7cc36ac4100ae7a2e14076246	בוודאי לא משיקולים ענייניים אלא משיקולים אישיים		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_175818.doc
a4dba2e134c581ecb1de8e72d5f116195580003cf520888ca6074707654deaeb	והשאלה הנשאלת היא למה שלושה ולמה לפזר		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129733.doc
a4dd4e5382752a2f486c1a24763ec5b3aea822c9a48d22a4a916dad57066f622	אולם כאמור הטענות שעלו בעניין בהחלט ייבדקו בזמן הקרוב ודי לעומק		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_185338.doc
a4e570bf3464a0dde913a58aeafcc124ba19bab7a6afd76de4e603539237bda4	שהיום הוא נציג המועצה המקומית ויושב-ראש ועדת התכנון בנושא הזה		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181847.doc
a4ede6d0b03c478c5a646f91601f729ec299600f8b8b9911a22386ae8ec7bbaa	ארגז הכלים של המתכנן מורכב מכמה שיטות בסיסיות		ציטוט עצמי
a4f2372a8974d0ffcffb016076fb01b84de6b456be529382a0ad116f4987f2ba	סימן שכנראה אני צודק והם לא צודקים		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181887.doc
a4f90058d81cbea13b188c361b81ee1cdd0fc7911a042f08ee7f3089340398c8	תְּנוּ־שֵׁכָ֣ר לְאוֹבֵ֑ד וְ֝יַיִן לְמָ֣רֵי נָֽפֶשׁ׃		book of proverbs
a4fb4f2dc43e577fb1b32c4fa90dca9fe0aefecf9794715d38b2bb454be3e74c	רק לפני כשבוע פרסם משרד האוצר		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129660.doc
a50abd0388c7968e6cd88bd033b92b680aa594e136b43cbab3d93ff635a28846	בירושלים יש מינהל חינוך נפרד שנתנו לו עצמאות		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129197.doc
a510f9068ddd71e051330bdc3e1f3136d8e38a8751754b1b5ecc8bd58157e533	כי נבחן הרואה עצמו נפגע מהחלטת ועדת הבחינה		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129096.doc
a5231fe05a9c9c23023f23b3d0de7decf254a0f454061f734c5693178d53f6f5	אני לא זוכר שום נושא ראוי שעלה לדיון במפלגה		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_187103.doc
a5262f66afff8bd27c77ebb04e3f15749ee86226f5ff9580b83dd9d86358e0df	הפחתת מסים היא כמו דלק סילוני		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181887.doc
a53d307bf5a6143020a4400052cda054900e26bc5e4f3435247fa7c6b923873d	מדובר בעמותות פרטיות לא במשהו אחר		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_175880.doc
a54af65be70d7c6538e22d76de9094c10608adeff9b9ff999ee2e4001f10f24e	יולי אדלשטיין, יעקב אדרי, אהוד אולמרט		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129219.doc
a5574b703ef608c90d930ea52da11b30f12662d902658020a0a50226ade0e1a0	או חוסר הרצון להגיע לפתרון סביר		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129194.doc
a55c17fd590b7e26dc78c6ea6e74e01da6a4f1e03fe8ae3459c0962f699ff3cd	אִם־אֵֽין־לְךָ֥ לְשַׁלֵּ֑ם לָ֥מָּה יִקַּ֥ח מִ֝שְׁכָּבְךָ֗ מִתַּחְתֶּֽיךָ׃		book of proverbs
a55d1eb033455006404cc247b8b8b4ed8cff0310b3ec1567999efcf0c0de277f	ארבע מאות שלושים ושמונה מיליון שקלים חדשים		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_186398.doc
a563d1ab0b71d231e4b8d9f31a56dd6bb6881ce38a9ae2ce186b7d9b3a115e4b	"""הרי רק בחודש האחרון אירעו שתי תקריות ב""תעשיות אלקטרוכימיות"" באזור עכו"""		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129194.doc
a572b3c8fbfd304be024305a78b473558988ee88e419fe8801ef162ad46becc7	לא רק משום שהתחייב לעשות זאת קבל עולם במסגרת מפת הדרכים		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129006.doc
a57eb57d36900b0418d5c3b271161967a333284266f17580c8f1a848769e4299	וזה מודל מאוד מאוד יפה בעיני		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181887.doc
a5885c9b1af37d206c6e27eb49d8ec912f7c31036d8876d88482495726979a32	להסתכל תמיד לטווח ארוך, להסתכל רחב		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_182543.doc
a5ab4cf9bfdb004e9f50163b634e46ebef5d6d1c6797cb6214f847a6b5d0b4a5	פרשה מקוממת זו מעוררת תהיות רבות		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129184.doc
a5b5bc627fe893bb16ff11f1fff116ab11999927d05f956dde3d98836a98d9d4	"""אני רוצה להודות למנכ""ל המרכז הארצי"""		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_182094.doc
a5b83a919d9b42b3aa2eaab41e41137a388362d6124b0da79be02f4261e8a2ec	שליחי הציבור מחויבים לציבור הרחב, הגדול		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129096.doc
a5bb30f47ef35d6e810d5eb975e151eba26255bbb47f727d1fc8f38b229c2fdb	היתה לו הרבה-הרבה יותר יוקרה בתקופה שבה הוא היה מרוסן יותר		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129420.doc
a5c44bb9ddd5c3aeee6fa929f098587d78583cff8c03b883f21c155f5fbd7e51	הקונפליקט והסובלנות באזור הזה, בירושלים במיוחד		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_175880.doc
a5c7fbd3a474f72b0b12c41b6696447ca8ced83068bd0cf139a4367bd584a7e5	אנחנו כל כך מפחדים שבמשטרה יהיו ריכוזי מידע כאלה חזקים		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129420.doc
a5c8ecfe67af261cd11185a0cb26c05729d5d33e38cd69394150322a8d7c8323	שהתוכנית הזאת, אסור שהיא תצא לפועל		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129722.doc
a5d30b00282f9f0ff17f0c502a3b565a92d4ad505015fbf726cf92d7e84aac7e	העלאת שכר המינימום הכרחית לא רק בגלל ההתייקרויות		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_175818.doc
a5d3e2536adb0708531b72d694dd6e1032a5543097f83568294e37c84554e161	כולל התחשבות בתופעות הלוואי העלולות לנבוע מהשימוש בתרופה		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_195916.doc
a5d6a591f5289600f3ffee79cd892416c66f171e2efb8f41444896b5e60b6ae2	אני רוצה לנצל הזדמנות זו ולומר עוד דבר אחד		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_186398.doc
a5d720e955a1d6f25c9f2d4cc2a758b810a425b469ffa4c4eeae10a5c49daf1d	"""שמעולם אש""ף לא הציב כמותם לפני משאים-ומתנים אחרים"""		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_175880.doc
a5dae5c544290ed716fa057542c87977cb9b67bb438c148d6698d5de4627742b	"""אני מברך פעם נוספת תלמידים נוספים מבית-ספר ""נגבה"" בראשון-לציון"""		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_175868.doc
a5e14ae6ce47da396ccfa4ca79cdcffee1d685bd1d9b81712402d0e003532980	ירידה בגידול הטבעי היא קיצוץ בשירות		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181887.doc
a5e7f7df810772f743eb0d2d279897b876707512b7ffac1f697f55bc4894f39f	"""הוציאה דוברת מחוז ש""י הודעה מפורטת"""		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_182543.doc
a5ece6720abcee2d7b9c0a533ae0a6ca87d0c92cca32ae539ddf32a81eeca289	טלסקופ כולל עדשות שמורכבות באופן חכם. 		ציטוט עצמי
a5ee172a7f898a55cd76f5163949d385b54f714b14a47ec58dbb1e9ca67ba26b	הרעב הזה לא נולד בשמונת החודשים האחרונים		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129192.doc
a5f755548880a5fa0dbc3837c4b0dfdeac15ba8e5885021c637fed6f2028e881	הבעיה היא שהתופעה הזאת משתרשת אצלנו		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_175868.doc
a603f7689da661968f36f764445c953057ddfe65c2991b98f5f5bb0495554e5f	שהוא מצוות היחידה לפיקוח תקציבי במרכז המחקר		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181887.doc
a608e99d69d34b7662aee6182de9522efc34a68b10d5679b244632588140af5a	לא חששתי אף להצביע לפי עמדתי		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129006.doc
a614639389512b80e049fb54099665de79699d257629e21a027ba6c489035956	"""הנשק שחולק בא בדרך כלל ממחסני צה""ל"""		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181847.doc
a63629a9cf461c7eb9307302bf1ef7031d0080ece9273afd5f66ce3cc2dab238	שאין דבר גרוע יותר בזמן שנופלות פצצות מרגמה		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129150.doc
a637c194d2a1af5f02f334bc34c73a2d7f592f58da19478b07349924756c99f4	יש לזה גם יתרונות - והממשלה מתגוננת		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129420.doc
a63a1f98fac85cab0fd000d953671391028b02d221aaa14c1e38a02d1255ba85	באלף תשע מאות חמישים וחמש נכתב ספר נורא ואיום		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_175880.doc
a64512c7a4a4e5f3455a07b1b7febf6c1ed73b54f0f5029ece6fd8dcec029077	ליהפך למרכז מדעי השכלתי טכנולוגי מתקדם		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129722.doc
a64651dff5d1e052cb2c3f473eaf89567ed798c3ee5143933ab0edb133003556	אינני רוצה לומר שאין להן ידיים ורגליים - לא מדויקות		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129420.doc
a64776d5ef1a5a71bfb24a7eec80e83bb22b4a5d051144b4367928118adf5421	אני נמנה עם משפחה ברוכת ילדים		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129733.doc
a657c1d90047e8cfd63b3fe8f33bfd53a9b619dc0fcd19e38df2df5233b6681c	כמה צווי הריסה מוציאים נגד מושבים וקיבוצים במגזר היהודי		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129733.doc
a65cf49c6741d4238e9a5fa90e940de4f6fa7e3f05d31ef80f7d05bd1090293f	ולצערי הרב המקרים הטרגיים האלה פתחו לנו את השנה		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181847.doc
a662135d3c049e063a7ee39a66e6adae069b85a68c845e6a7ff65173ba847068	הגדלת התקרה לתשלום דמי ביטוח לאומי זה לא פגיעה בשכבות החלשות		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181846.doc
a66adecadc4086992660471c7999f30171dbbca7a0ef5b69d3315c665dc2a75d	"""מה שהם מכנים ""הלגיטימיות הבין-לאומית"""		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_175880.doc
a6790e37b5913fd53112e0f08c4a8e3294b1ab71a54f8891a217ab5b66d1bd5c	וכעשרים רשויות נוספות נמצאות בהליך דומה		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181847.doc
a680a91774cc88ebded2eb3112504f35c642edeb807139244c46a148c25b2c98	אין מוטיבציה ציונית גדולה מאוד אצל הציבור הזה		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129722.doc
a6879764f5bc7474b6fcb452aa5b795585b3b9e53880f3e7f989eaf0001d0b0d	גם מה שמובא כאן לפנינו הוא דבר בלתי ראוי ובלתי רצוי		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129420.doc
a688b190dc56a4085cc140241f498044d1d762715c2bf88adb7555fd916babb5	כִּֽי־יְ֭הוָה יִהְיֶ֣ה בְכִסְלֶ֑ךָ וְשָׁמַ֖ר רַגְלְךָ֣ מִלָּֽכֶד׃		book of proverbs
a68c5391bed726de340e6e3a8397022a8654364999080c11016ce7fb2796b143	רק אתמול ביקרתי במאהל של מחוסרי הדיור בגן-סאקר בירושלים		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_185338.doc
a6993bad0fa9f766c10f2f5baf7f9af22b2f0b448ee3c361e6aa7534e0a66f28	"""כמה פעמים הוכח שדובר צה""ל משקר"""		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129194.doc
a6a54c7aa8d5504c1e348940914370147cdf4212cda089b674bc253c12ea6502	אולם אני מסכים שהרעיון להקמת מרכזים אזוריים הוא הרעיון הנכון		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129192.doc
a6b258a12f34bfb2a688963bca5def515f717799ba82e57179606e4577a947e6	ואז באים מכבי האש האלה ושופכים עוד אש		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181847.doc
a6b7637363538d2c5edea4db460cedcdd670ef46f23d7b624d1fd753802e7f8e	הוא גם זוכה ללא מעט פרסומות		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129096.doc
a6c2cf0131637d578551935dff17084380b8bc43fbb8a6ba4b52bffc8b8a59ae	העניבה הזאת חונקת אותי		ציטוט עצמי
a6c8844f214fd77e6e5f59c42de0e280fc4298cdf25251388a1b3d7bb1662598	כל תוכנית שמוגשת לנו היום עוברת את המזכירות הפדגוגית		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129420.doc
a6d4257b899d7cdfcac3e13f930cb5b6dc1791aaa15bc6b66186195e0a971c79	פצע שטחי ברגל ובכף היד 		ציטוט עצמי
a6d4affa4756c04f0762fbabc89018ba9994ca7d130be3851014ca5714fb941a	או לאומניות, שלא קשורות לא לממלכתיות		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129192.doc
a6d5f1e69eb72a0272ad413697f9bd0ae5b4545fd25a8417786ea3c7da1a0b53	אלא דרכו אפשר לחשוב באופן רחב יותר ולהתמודד באופן רחב יותר עם שאלות		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_175880.doc
a6daf7e0481895bec092435f9f0d5a302d3ac42928973eba251d1df46f201b47	אנחנו יודעים שאנחנו נאריך בכך, למעשה		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129096.doc
a6e74858ac90e99874fa7e52df113fa4a278c3e66129f33d477d309e0ce7f2c1	אני לא יורד מהבמה אם אני לא מסיים		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_182094.doc
a6ea1fecd01c15339f4107b13a7904dbbc66a6617acb869c4063e6f6e3473b05	להזמין חיילים וקצינים לשירות מילואים נוסף		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129223.doc
a6f3391f5ccf417a7e6f71e264743b1fcbc79e70a485697e130e3d3e9ca63a95	ההצעה תועבר לוועדת החינוך כדי להכינה לקריאה ראשונה בהקדם האפשרי		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_175880.doc
a70f26a5eb0891a145591684b274a6e26197e1b8ba1a754ef5b4903d57b7bdfb	הבשורה היחידה היא מה שאנחנו עשינו		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181887.doc
a71074ce811c3f19166952ce69d0a7c134bfa6eaf822f0b41201899e510212f0	מעצם העובדה שילדה קטנה חסרת ישע מותקפת מינית		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129148.doc
a71f43110c1f50249e6b6168c6e2f9fbd3cd653be061bb6a92bd3dc2ba59bece	קיצוץ בשירותי סיעוד לקשישים פוגע בעיקר בנשים		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129223.doc
a72354e1b7afecace0652cff1929f5cd94cd92f910a39c34e711d1f13d1d818d	כהסדר חריג שגובש בשים לב לצורך לעבור מהמצב הקיים במינהל לרשות החדשה		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_175893.doc
a72d048b66df80fc415948f6912e5ba66039317d4a553e5bbd1e6fc73cd0de2d	ועוד שלושים ושלושה מיליארד שקל קרן		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129219.doc
a72ea6c8460a3dc0c83441b6cce67fb1c8eb92112e20202c5619a76a53387d75	ולא נמתין, חס ושלום, למלחמת אחים		???? ????? - https://fs.knesset.gov.il//19/Plenum/19_ptm_242916.doc
a7381cc52a0402ad2b9b0a399679315e51ea5ac4234452ececa6a3fa38982ea4	שתכננה תוכנית מיתאר ארצית לחוות גז		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129148.doc
a7383849c85f56c999473c46f4e035d81af332f71c2633c25cf446a76a6627e3	וְהִנֵּ֣ה אִ֭שָּׁה לִקְרָאת֑וֹ שִׁ֥ית ז֝וֹנָ֗ה וּנְצֻ֥רַת לֵֽב׃		book of proverbs
a738f13986a2f05d25c9e550c3b59da5fca59a06d597ed65f5197f3506173705	בְּאֶ֣פֶס עֵ֭צִים תִּכְבֶּה־אֵ֑שׁ וּבְאֵ֥ין נִ֝רְגָּ֗ן יִשְׁתֹּ֥ק מָדֽוֹן׃		book of proverbs
a73e16754af254ccd118595431d88717f6c92cd3d74e2ceb4519bb8c4b078dfc	כנראה מתוך כך שהוא בא משיפוט ומקווה גם שהוא הולך לשיפוט		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129192.doc
a74b2af5dcda562eb6c751cc12d3adc08d2ae57a4bacc1e8138fc4d6c2dbcba7	הייעוץ המשפטי קבע שמדובר רק בתאריך		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181887.doc
a75390b5c3414cfa5e48ef8abd3dfe6f64b40c716335b034f0801cf4c5dd1cf6	חשדו החיילים כי בכוונת המונית לדורסם		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129096.doc
a769c03d4be8c4c67499b4383dbabf2ad3878d7afc1b5911f153f96b985d5458	איזה מגפיים חמודים את לובשת! 		ציטוט עצמי
a76e338e2c2eb652998ebee0ec39270f4f1ca9eb1fb186a00d42b55fcf1e934f	לא מבחינתי, מבחינתך, הרי מה יקרה		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129744.doc
a77b96ce20265a8831ca5fe89fa9cb30acda50fe42e9292f939144bfb267294c	פחדתם מה זה יעשה, מה יגידו		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129194.doc
a77bdad7ad1cbd7fd5aca22ed806ae3dc4b1d65bf00919b1fc0c027f2eb964c5	 שפחות רבות נשלחו למעברות כשרק הגיעו לארץ 		ציטוט עצמי
a788556382e88ecf8ba2abb49021ff86bcfcc75435512a1c1fa33f7d4c51c4dd	כִּֽי־יְחַנֵּ֣ן ק֭וֹלוֹ אַל־תַּֽאֲמֶן־בּ֑וֹ כִּ֤י שֶׁ֖בַע תּוֹעֵב֣וֹת בְּלִבּֽוֹ׃		book of proverbs
a79d60204a949a525bbff5ddafc77dc86ccab60f449edd9d907663cd52074c7d	יִ֭שְׁתֶּה וְיִשְׁכַּ֣ח רִישׁ֑וֹ וַ֝עֲמָל֗וֹ לֹ֣א יִזְכָּר־עֽוֹד׃		book of proverbs
a7a07bb902ad51daf68610f77cca4ab8c24627aa6599401ac2b75c2b993614dc	אבל אי-אפשר בלי להשקיע במסגרת מדיניות שתפתח תשתית תעסוקתית		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_187103.doc
a7a520d72da4d64d2ecc43f4dde2cb45e535e016c0395d3578df9775d7bcc716	מכינים לי כנסים פה חדשות לבקרים		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_185338.doc
a7a780dd93164e85ceab953cd4de8a12f97d0a99cce425a66d1c459c0a44b0b9	כאשר הציעו להקים למשל בית-חולים באשדוד		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_175868.doc
a7b3b52529fd5e93dccc875c75e1706590ad0abab6952de7458b3073aeb658fe	מה מצב המועצה האזורית חוף-עזה		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129039.doc
a7b49df4def024ce2bb9073623e94ba4b736112492b7c4124c4f792d2403f6f0	מי לימד אותו ומי חינך אותו - אלה המורים הטובים		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129420.doc
a7b89748ec9343c515b269d3747ad9c95daf61009b7f9869b912106c00ea83cf	מה רוצים להרוויח בעלייה להר-הבית		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181847.doc
a7cb4eaff1792286add69132712696ea708e38655657e37cfdc7bd6a5366a297	כי לא היתה שום עילה לירי		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_185367.doc
a7cf2288f28a4629bec3d9a38b5279f33c1a9c930961ea4eabf316cde9b8b579	אלא שבית-המשפט נטל לעצמו - וצריך לשאול בצורה רציונלית		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129420.doc
a7cf3c04127e8b43e9ce92be57292d7631569e4e76121054c01b7083e5faad72	ולמען הוריו הצעירים, שהם בתחילת הדרך		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_186398.doc
a7d3658cbf789ed2af89483f891329e6736c9ce623fddf2a7f0ff5f1a4aa56f1	אליעזר כהן, טלב אלסאנע, ג'מאל זחאלקה		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129174.doc
a7d61f9c9d43eeaee76c2b696f6dc8c4a6d998203bac1657daf232066587f155	הוא להקים מרכזי תעסוקה לאוכלוסיות חלשות		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129733.doc
a7e5299006296377d7f3c8c797782872c42147730121ce2890a26c12fabf28b0	אני בטוח שרוב הבית הזה מאוחד סביב ההכרה שהתשובה הנכונה היא התשובה הציונית		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129223.doc
a7ebde061c187d01b53ee8a77b82f1d323cac8a4174fc671a01feea074a58e1b	הָ֘כֵ֤ן בַּח֨וּץ׀ מְלַאכְתֶּ֗ךָ וְעַתְּדָ֣הּ בַּשָּׂדֶ֣ה לָ֑ךְ אַ֝חַ֗ר וּבָנִ֥יתָ בֵיתֶֽךָ׃ פ		book of proverbs
a7ef55c4002dcaa43c3d1735229e1374281bc255c1d1d48feee2682daabeb50e	נושא השאילתא הוא זלזול בכבוד החיילים ובבריאותם		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129192.doc
a7fad8f78bbb9994c8e4c27be27087a44bf1ff136c0c9008efdaa9eb39c757ba	ובימים שבהם מדברים על הדרת נשים		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_186398.doc
a7fcf301251e9e6a8e09ab6eb3985ebef4d06cbf1415cab3d91d369fc34c82bc	או שמתייחסים לזה כמו שבן-גוריון התייחס		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_185338.doc
a8176aa702b516f8cf7bf262831a869b060e30137c34731a7e72fdc097953385	למרבה הצער, שחורה משחור בתחום הסביבתי		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181887.doc
a81d58a1cb9c306f782c6552b5d799dd3715f55fae366799ea52eb275798b3b6	אני חושב שמדובר בוודאי ביישובים בפריפריה		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_187103.doc
a825b8834a07c8f83796ec9f2ede2819816f17340b8c1c0b89e64951857f86f2	אבל האוניברסיטאות בארץ הן המפתח האמיתי לכל מה שאנחנו עושים		???? ????? - https://fs.knesset.gov.il//17/Plenum/17_ptm_129420.doc
a837e618ff89f9a4697827db4d62b83aaf06070c02f05ee4f2d4f68ff4fc9c85	זה צריך להדליק יותר מנורה אדומה		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_181846.doc
a83de03668bbed5e4ccfd0d9fb2424f1a163e5d8e898b3df3c3d7ae2b8b0c7f0	מן המועצה לשלום הילד, שביקש ממני		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129192.doc
a84f013572c7e39fdd36637dbc83d1dd88129a2842dd8c7e5a3a5d100e95a5be	אנחנו גם לא מציעים כאן להוסיף תקציב		???? ????? - https://fs.knesset.gov.il//18/Plenum/18_ptm_195916.doc
a8581d9014ed89fb688f58172635aaa93b46f13b777cf9b2c127698c76099480	אני מצפה כשאני מביא הצעה כזאת		???? ????? - https://fs.knesset.gov.il//16/Plenum/16_ptm_129194.doc
